Strategy Summary: CopilotPenguin

Portfolio Totals
Cash,"$10,767.97"
Market Value,$0.00
Total Value,"$10,767.97"
Total Buy Count,237
Total Sell Count,237
Total PnL,$767.97

Symbol,Buy Count,Sell Count,Shares Bought,Total Cost,Total Revenue,Total PnL,PnL %
MSFT,1,1,1,$485.88,$476.61,$-9.27,-1.91%
MTCH,1,1,1,$31.76,$31.40,$-0.36,-1.13%
MU,1,1,1,$295.52,$295.90,$0.38,+0.13%
NEE,1,1,1,$80.58,$79.49,$-1.09,-1.35%
NEM,1,1,1,$102.41,$101.30,$-1.10,-1.08%
NET,1,1,1,$200.75,$194.92,$-5.84,-2.91%
NFLX,1,1,1,$94.18,$92.09,$-2.08,-2.21%
NKE,1,1,1,$64.02,$62.81,$-1.22,-1.90%
NOC,1,1,1,$723.36,$715.04,$-8.32,-1.15%
NOW,1,1,1,$154.50,$151.29,$-3.21,-2.08%
NSC,1,1,1,$289.61,$288.27,$-1.34,-0.46%
NUE,1,1,1,$179.11,$176.96,$-2.14,-1.20%
NVDA,1,1,1,$189.82,$187.67,$-2.15,-1.13%
NXPI,1,1,1,$222.62,$216.19,$-6.44,-2.89%
O,1,1,1,$56.55,$56.48,$-0.07,-0.12%
ODFL,1,1,1,$179.86,$174.40,$-5.46,-3.04%
OKE,1,1,1,$73.72,$72.28,$-1.44,-1.95%
OKTA,1,1,1,$85.54,$83.77,$-1.78,-2.08%
ON,1,1,1,$56.15,$68.91,$12.76,+22.72%
ORCL,1,1,1,$195.75,$193.20,$-2.54,-1.30%
OTIS,1,1,1,$88.84,$87.85,$-1.00,-1.12%
OXY,1,1,1,$41.20,$40.65,$-0.55,-1.34%
PATH,1,1,1,$16.78,$16.39,$-0.40,-2.37%
PEG,1,1,1,$78.42,$77.59,$-0.83,-1.06%
PEP,1,1,1,$143.64,$142.20,$-1.44,-1.00%
PFE,1,1,1,$24.96,$27.21,$2.24,+8.99%
PG,1,1,1,$138.48,$146.82,$8.33,+6.02%
PGR,1,1,1,$214.05,$211.81,$-2.24,-1.04%
PH,1,1,1,$880.59,$866.61,$-13.98,-1.59%
PINS,1,1,1,$26.07,$25.27,$-0.80,-3.05%
PKG,1,1,1,$209.80,$205.62,$-4.18,-1.99%
PLD,1,1,1,$128.00,$126.01,$-1.99,-1.55%
PLTR,1,1,1,$174.95,$171.48,$-3.46,-1.98%
PM,1,1,1,$176.99,$172.45,$-4.54,-2.57%
PNC,1,1,1,$221.28,$218.63,$-2.66,-1.20%
PPG,1,1,1,$104.70,$103.53,$-1.17,-1.11%
PSA,1,1,1,$278.56,$274.31,$-4.25,-1.53%
PSX,1,1,1,$138.37,$136.84,$-1.53,-1.10%
QCOM,1,1,1,$173.50,$171.71,$-1.79,-1.03%
QQQ,1,1,1,$621.04,$621.05,$0.01,+0.00%
QRVO,1,1,1,$86.14,$84.43,$-1.71,-1.98%
RBLX,1,1,1,$80.39,$78.88,$-1.50,-1.87%
REGN,1,1,1,$740.15,$731.42,$-8.73,-1.18%
RIVN,1,1,1,$20.16,$19.72,$-0.45,-2.21%
ROK,1,1,1,$419.80,$415.24,$-4.56,-1.09%
ROST,1,1,1,$185.51,$224.96,$39.45,+21.27%
RSG,1,1,1,$216.35,$212.37,$-3.98,-1.84%
RTX,1,1,1,$200.00,$198.00,$-2.00,-1.00%
SBUX,1,1,1,$84.35,$83.45,$-0.90,-1.07%
SCHW,1,1,1,$104.08,$102.92,$-1.16,-1.12%
SHOP,1,1,1,$163.67,$158.99,$-4.68,-2.86%
SHW,1,1,1,$343.07,$336.36,$-6.71,-1.95%
SLB,1,1,1,$38.38,$52.21,$13.83,+36.05%
SNAP,1,1,1,$8.13,$8.15,$0.02,+0.21%
SNOW,1,1,1,$220.16,$216.26,$-3.90,-1.77%
SO,1,1,1,$86.73,$85.41,$-1.33,-1.53%
SOFI,1,1,1,$26.70,$26.17,$-0.52,-1.96%
SPG,1,1,1,$184.76,$182.67,$-2.09,-1.13%
SPGI,1,1,1,$412.46,$404.58,$-7.88,-1.91%
SPY,1,1,1,$686.37,$678.68,$-7.69,-1.12%
SRE,1,1,1,$87.28,$86.25,$-1.03,-1.18%
STLD,1,1,1,$169.11,$165.98,$-3.13,-1.85%
STZ,1,1,1,$146.42,$144.86,$-1.56,-1.06%
SWKS,1,1,1,$63.50,$62.08,$-1.41,-2.23%
SYK,1,1,1,$348.15,$340.26,$-7.89,-2.27%
SYY,1,1,1,$73.54,$71.46,$-2.09,-2.84%
T,1,1,1,$24.79,$24.54,$-0.25,-1.01%
TER,1,1,1,$198.28,$198.79,$0.51,+0.26%
TFC,1,1,1,$49.04,$47.45,$-1.59,-3.24%
TJX,1,1,1,$154.43,$152.80,$-1.63,-1.06%
TMO,1,1,1,$499.49,$485.08,$-14.41,-2.88%
TMUS,1,1,1,$184.02,$181.95,$-2.07,-1.12%
TSLA,2,2,2,$921.36,$917.41,$-3.96,-0.43%
TXN,1,1,1,$175.55,$215.00,$39.45,+22.48%
UAL,1,1,1,$112.65,$109.47,$-3.18,-2.83%
UBER,1,1,1,$82.91,$81.41,$-1.51,-1.82%
ULTA,1,1,1,$527.88,$522.58,$-5.30,-1.00%
UNH,1,1,1,$329.13,$330.25,$1.13,+0.34%
UNP,1,1,1,$224.56,$222.21,$-2.35,-1.05%
UPS,1,1,1,$99.15,$97.76,$-1.39,-1.40%
UPST,1,1,1,$44.47,$43.66,$-0.80,-1.80%
USB,1,1,1,$53.61,$52.25,$-1.36,-2.54%
VLO,1,1,1,$183.72,$178.49,$-5.23,-2.84%
VMC,1,1,1,$322.03,$314.10,$-7.94,-2.46%
VRTX,1,1,1,$476.14,$471.32,$-4.82,-1.01%
VTR,1,1,1,$76.72,$75.13,$-1.59,-2.07%
VZ,1,1,1,$40.77,$40.79,$0.03,+0.07%
WELL,1,1,1,$188.19,$185.80,$-2.39,-1.27%
WFC,1,1,1,$93.01,$92.00,$-1.01,-1.09%
WM,1,1,1,$215.12,$233.10,$17.98,+8.36%
WMB,1,1,1,$60.60,$59.39,$-1.21,-2.00%
WMT,1,1,1,$111.53,$128.99,$17.46,+15.65%
XEL,1,1,1,$73.68,$72.92,$-0.76,-1.03%
XLE,1,1,1,$44.77,$57.09,$12.32,+27.51%
XLF,1,1,1,$54.83,$54.19,$-0.65,-1.18%
XLI,1,1,1,$159.90,$158.07,$-1.84,-1.15%
XLK,1,1,1,$145.35,$143.86,$-1.49,-1.03%
XLP,1,1,1,$77.53,$76.74,$-0.78,-1.01%
XLV,1,1,1,$154.81,$153.24,$-1.57,-1.02%
XOM,1,1,1,$120.51,$118.57,$-1.94,-1.61%
YUM,1,1,1,$153.66,$151.99,$-1.66,-1.08%
ZS,1,1,1,$220.32,$217.96,$-2.37,-1.07%
ZTS,1,1,1,$127.86,$124.98,$-2.88,-2.25%
